Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1962 [YR1962],1964 [YR1964],1966 [YR1966],1968 [YR1968],1970 [YR1970],1972 [YR1972],1974 [YR1974],1976 [YR1976],1978 [YR1978],1980 [YR1980],1982 [YR1982],1984 [YR1984],1986 [YR1986],1988 [YR1988],1990 [YR1990],1992 [YR1992],1994 [YR1994],1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2004 [YR2004],2006 [YR2006],2008 [YR2008],2010 [YR2010],2012 [YR2012],2014 [YR2014],2016 [YR2016]
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,2238.80295786574,2169.00401089683,1963.57267618274,2260.4272811545,2511.39306259489,2366.52982128614,1211.98087810931,1148.4943993817,1470.10370331004,1820.40509424896,1621.24296080247,2092.95769387611,3389.70704883102,4523.0508329806,7265.73549682997,6812.40633845402,7395.84980340721,7876.86646539994,7548.85500737534
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,..,0.875259033561633,0.816094049550123,0.6547012021586,0.711964742744789,0.654727362472727,0.465213742153797,0.667967360708252,0.433163460713304,0.111804754635587,0.40248874474625,0.295812783296283,0.233972309730169,-0.0265197545262494,0.112372423824029,-1.80375047906806,-1.07385319076042,-0.339586079485037,-0.515729879636827,-0.66730270106626,-0.493896416633318,-2.17069878030004,-0.754796951273604,-0.759505915531059,-0.70192274454598,-0.658275446635908,-0.579220596364389,-0.568389264052903,-0.701382097841331
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,..,72.4301364910061,73.6178251830426,74.6457290065986,75.6540088583567,76.7384434601826,77.5214679562506,78.4483865136039,79.1701979571545,79.6712645756124,80.1006508180421,80.6061375757028,80.9968272620446,80.9741571002441,81.1845430714996,78.8058302449607,77.1957335261683,76.3227967097532,75.5927506101419,74.6342402603272,73.8513242339329,72.0327297794118,70.953107760206,69.9716652858326,68.98592210662,68.1245302137067,67.2981577008106,66.5432756079587,65.6579034635225
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7867374,8012946,8144340,8258057,8369603,8489574,8576200,8678745,8758599,8814032,8861535,8917457,8960679,8958171,8981446,8718289,8540164,8443591,8362826,8256786,8170172,7837161,7716860,7601022,7492561,7395599,7305888,7223938,7127822
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,330442817.168859,379567023.340308,410321618.17137,433889831.584706,460442678.217048,458404330.125096,578595583.975723,751133330.591384,976547163.53387,1475583383.37265,1928719477.41287,1754449845.3012,1459880018.54646,2036303381.20142,2616040645.87263,3101300641.87512,3356692517.86417,1895290623.44033,2586550747.09844,2804902248.28537,2968369991.46729,3622350203.94595,5451688868.42974,6547420133.69942,9451436358.96861,10109618964.2848,12561016091.4673,13943016923.9017,12833363370.174
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,68.4247344006247,76.520549314543,80.4727181207385,82.545684006557,84.7329371553071,81.5000146010762,99.326746973691,124.358896430637,155.649056863891,225.941517814401,282.685850096209,245.09449089523,193.843273138253,256.762480687544,313.061591382782,351.979233521781,361.046875627391,193.070280195262,249.360558855403,255.718236662883,255.718687257319,294.665388546593,418.37666028192,473.449868166334,643.404581023036,647.836095537879,758.000426972403,792.84623742527,688.250696258197
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,..,1.33433971199915,1.40383645813042,1.56237809585129,1.68920042033525,1.72912118180907,1.7629679729599,1.8304116102525,1.92269145724111,2.04012519606282,2.24072627891191,2.4478037342953,2.5596756965552,2.59017250409041,2.62172931307294,2.65919850422524,2.69293387483016,2.72731264916871,2.76476912918834,2.8028659285217,2.84200697417705,2.87595128397125,2.92759138596756,2.98900374182356,3.02489872490728,3.01921284414061,2.99740381221435,2.96187533312778,2.91521308067141
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,..,18.1298538011696,18.6362975146199,19.2118421052632,19.8612792397661,20.5577192982456,21.2908406432749,22.0761878654971,22.9314035087719,23.8699561403509,24.9372697368421,26.1632273391813,27.5264583333333,28.9864364035088,30.5420796783626,32.2040679824561,33.9806652046784,35.8793274853801,37.9120394736842,40.0903581871345,42.4267214912281,44.9309100877193,47.6263742690059,50.5452229532164,53.6905153508772,57.0365899122807,60.5674415204678,64.2764217836257,68.1518640350877
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,4829289,4960328,5098891,5256360,5434046,5624592,5825174,6040045,6274032,6530820,6822837,7158259,7531239,7930689,8356313,8811033,9297110,9816584,10372734,10968722,11607951,12293097,13030576,13829173,14689725,15605211,16571252,17586029,18646350
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,195999990,213500006,260750008,165444571.428571,183200000,242732571.428571,246804571.428571,345263492.063492,448412753.623188,610225555.555556,919726666.666667,1013222222.22222,987143931.166987,1201725497.06578,1082403219.48787,1132101252.51817,1083037670.60484,925030590.153683,869033856.317093,893770806.077641,870486065.883137,825394490.159111,915257323.3961,1273375020.26862,1611835901.9063,2032135191.46216,2333308059.02403,2705783330.38791,2959641046.92291
